file	line	primitive	addresses	tt_replacement	intent_comment	openw3d_owner	mapping_method	confidence	disposition
tt_4.8.4/tt/tt.cpp	1225	hookAsJump	0x006F3ED0,0x006F3490	WeaponBagClass::Select_Weapon_ID	weapon bag class fixes	Code/Combat/weaponbag.cpp	Code/Combat/weaponbag.cpp -- cycling skips empty weapons, Remove_Weapon repairs the selection, Import_Weapon_List removes what the server dropped; e3b8988a	high	merged
tt_4.8.4/tt/tt.cpp	1226	hookAsJump	0x006F3F60,0x006F3520	WeaponBagClass::Select_Weapon_Name	weapon bag class fixes	Code/Combat/weaponbag.cpp	Code/Combat/weaponbag.cpp -- cycling skips empty weapons, Remove_Weapon repairs the selection, Import_Weapon_List removes what the server dropped; e3b8988a	high	merged
tt_4.8.4/tt/tt.cpp	1227	hookAsJump	0x006A2570,0x006A1E10	SpawnManager::Get_Multiplayer_Spawn_Location	randomize spawning points	Code/Combat/spawn.cpp	merged natively: Get_Multiplayer_Spawn_Location collects the clear spawners and picks uniformly, instead of picking one and walking the list forward when it was blocked	high	merged
tt_4.8.4/tt/tt.cpp	1228	hookAsJump	0x0069EDD0,0x0069E670	SmartGameObj::Export_Frequent	send stealth state over the network	Code/Combat/smartgameobj.cpp	merged natively: SmartGameObj::Export_Frequent/Import_Frequent carry StealthEnabled; TT's >=4.0 version guard is not needed on a single-version wire	high	merged
tt_4.8.4/tt/tt.cpp	1229	hookAsJump	0x0069ED60,0x0069E600	SmartGameObj::Import_Frequent	send stealth state over the network	Code/Combat/smartgameobj.cpp	merged natively: SmartGameObj::Export_Frequent/Import_Frequent carry StealthEnabled; TT's >=4.0 version guard is not needed on a single-version wire	high	merged
tt_4.8.4/tt/tt.cpp	1230	hookAsCall	0x0060796A,0x0060720A	Bluehell_Fix	bluehell fix	Code/WWMath/colmathobbobb.cpp	Code/WWMath/colmathobbobb.cpp -- ObbCollisionStruct::Side initialised in the ctor, which is the owner; TT patches three pscene call sites because it cannot touch the struct; 13bb9df3	high	merged
tt_4.8.4/tt/tt.cpp	1231	hookAsCall	0x00607B45,0x006073E5	Bluehell_Fix	bluehell fix	Code/WWMath/colmathobbobb.cpp	Code/WWMath/colmathobbobb.cpp -- ObbCollisionStruct::Side initialised in the ctor, which is the owner; TT patches three pscene call sites because it cannot touch the struct; 13bb9df3	high	merged
tt_4.8.4/tt/tt.cpp	1232	hookAsCall	0x00607D25,0x006075C5	Bluehell_Fix	bluehell fix	Code/WWMath/colmathobbobb.cpp	Code/WWMath/colmathobbobb.cpp -- ObbCollisionStruct::Side initialised in the ctor, which is the owner; TT patches three pscene call sites because it cannot touch the struct; 13bb9df3	high	merged
tt_4.8.4/tt/tt.cpp	1233	typedHookAsJump	0x006EF730,0x006EECF0	BaseControllerClass::Distribute_Funds_To_Each_Teammate	fix distributing of cash	Code/Combat/basecontroller.cpp;Code/Combat/refinerygameobj.cpp	Funds are a float end to end; the int parameter truncated the per-frame unload trickle to zero and paid an unpowered base's per-second trickle nothing. Not merged: TT also pays players with no live soldier by walking cPlayerManager, which would make Combat depend on Commando.	high	merged
tt_4.8.4/tt/tt.cpp	1234	hookAsJump	0x004BB530,0x004BAD30	cWinEvent::Init	join after server is gameovered fix	Code/Commando/winevent.cpp;Code/Commando/bioevent.cpp	merged natively: cWinEvent::Init takes a target_client_id, dirties creation for that client only and skips Act() on the host; bioevent stops passing the joiner as the loser	high	merged
tt_4.8.4/tt/tt.cpp	1235	hookAsJump	0x006EE210,0x006ED7D0	VehicleFactoryGameObj::Destroy_Blocking_Objects	weapons factory construction zone fix	Code/Combat/vehiclefactorygameobj.cpp	Narrow-phase PhysOBBoxIntersectionTestClass before applying the pad-clearing warhead; Collect_Objects is a culling query, not an intersection.	high	merged
tt_4.8.4/tt/tt.cpp	1236	hookAsJump	0x00689EE0,0x00689780	DefenseObjectClass::Apply_Damage	Anti cheat: move damage calculation to server	Code/Combat/damage.cpp	Canonical DefenseObjectClass::Apply_Damage already arbitrates client vs server damage with the same has_client/my_client rule, and keeps the cCsDamageEvent::Get_Are_Clients_Trusted switch TT dropped.	high	merged
tt_4.8.4/tt/tt.cpp	1237	hookAsJump	0x004B99F0,0x004B91F0	cScTextObj::Init	chat message sent patch	Code/Commando/sctextobj.cpp;Code/Commando/cstextobj.cpp	Code/Commando/sctextobj.cpp;cstextobj.cpp -- import buffers raised to 512 to match what the uncapped senders produce. The rest of TT's cScTextObj/cCsTextObj matches canon, which is ahead: FloodProtectionMgrClass and GameEventBus::Raise_Chat have no TT counterpart	high	merged
tt_4.8.4/tt/tt.cpp	1238	hookAsJump	0x004B6510,0x004B5D10	cCsTextObj::Import_Creation	chat message sent patch	Code/Commando/sctextobj.cpp;Code/Commando/cstextobj.cpp	Code/Commando/sctextobj.cpp;cstextobj.cpp -- import buffers raised to 512 to match what the uncapped senders produce. The rest of TT's cScTextObj/cCsTextObj matches canon, which is ahead: FloodProtectionMgrClass and GameEventBus::Raise_Chat have no TT counterpart	high	merged
tt_4.8.4/tt/tt.cpp	1239	hookAsJump	0x004BA680,0x004B9E80	cScTextObj::Export_Creation	chat message sent patch	Code/Commando/sctextobj.cpp;Code/Commando/cstextobj.cpp	Code/Commando/sctextobj.cpp;cstextobj.cpp -- import buffers raised to 512 to match what the uncapped senders produce. The rest of TT's cScTextObj/cCsTextObj matches canon, which is ahead: FloodProtectionMgrClass and GameEventBus::Raise_Chat have no TT counterpart	high	merged
tt_4.8.4/tt/tt.cpp	1240	hookAsJump	0x004B8B00,0x004B8300	cPurchaseRequestEvent::Act	fix you cant use a PT inside a vehicle	Code/Commando/purchaserequestevent.cpp	The server rejects a purchase request from a player who is in a vehicle, and answers PERR_NO_FACTORY rather than TT's silent return, which leaves the client's terminal pending.	high	merged
tt_4.8.4/tt/tt.cpp	1241	hookAsJump	0x004B8B00,0x004B8300	cPurchaseRequestEvent::Act	fix you cant use a PT inside a vehicle	Code/Commando/purchaserequestevent.cpp	The server rejects a purchase request from a player who is in a vehicle, and answers PERR_NO_FACTORY rather than TT's silent return, which leaves the client's terminal pending.	high	merged
tt_4.8.4/tt/tt.cpp	1242	hookAsJump	0x0070C3B0,0x0070B970	C4GameObj::Think	fix invisible C4 on vehicles and proximity C4 blowing up when placed next to dead enemy soldiers	Code/Combat/c4.cpp	Code/Combat/c4.cpp -- Update_Visibility_Status before the server-only early return, dead soldiers skipped in the proximity scan	high	merged
tt_4.8.4/tt/tt.cpp	1243	typedHookAsJump	0x00720C10,0x007201D0	ExplosionManager::Create_Explosion_At	cli: faster speed on explosions	Code/Combat/explosion.cpp	merged natively: the damage walk is server-only (an explosion offense leaves EnableClientDamage false, so every client hit was dead work) and the decal/sound/shake are client-only	high	merged
tt_4.8.4/tt/tt.cpp	1244	hookAsJump	0x006C96D0,0x006C8F70	SoldierGameObj::Apply_Control	SoldierGameObj hooks	Code/Combat/soldier.cpp	Canonical supersedes the reimplementation (Apply_Damage already routes through Apply_Damage_IgnoreVehicleCheck, the control/import/export tiers match). Two TT-forward deltas merged: Set_Animation and Set_Blended_Animation refuse while the soldier is in DEATH/DESTROY, and Set_Animation now honours the start frame and sets the mode.	high	merged
tt_4.8.4/tt/tt.cpp	1245	hookAsJump	0x0069EF20,0x0069E7C0	SmartGameObj::Apply_Control	Stop the client from using weapons he doesnt own	Code/Combat/weaponbag.cpp	Selection already requires Does_Weapon_Exist (and, since the weapon-bag work, Is_Weapon_Selectable), so a client cannot select what it does not hold.	high	merged
tt_4.8.4/tt/tt.cpp	1246	hookAsJump	0x0069EE10,0x0069E6B0	SmartGameObj::Generate_Control	obelisk walk	Code/Combat/physicalgameobj.cpp;Code/Combat/soldier.cpp	Code/Combat/physicalgameobj.cpp;Code/Combat/soldier.cpp -- bullseye is a bone (target / C SPINE1 / V_FUSELAGE); 13bb9df3. SmartGameObj::Generate_Control adds only TT's ActionClass::_acting flag, which nothing outside the scripts DLL reads -- declined per directive 0.5	high	merged
tt_4.8.4/tt/tt.cpp	1247	hookAsJump	0x006A53D0,0x006A4C70	PhysicalGameObj::Get_Bullseye_Position	obelisk walk	Code/Combat/physicalgameobj.cpp;Code/Combat/soldier.cpp	Code/Combat/physicalgameobj.cpp;Code/Combat/soldier.cpp -- bullseye is a bone (target / C SPINE1 / V_FUSELAGE); 13bb9df3. SmartGameObj::Generate_Control adds only TT's ActionClass::_acting flag, which nothing outside the scripts DLL reads -- declined per directive 0.5	high	merged
tt_4.8.4/tt/tt.cpp	1248	hookAsJump	0x006CE6E0,0x006CDF80	SoldierGameObj::Get_Bullseye_Position	obelisk walk	Code/Combat/physicalgameobj.cpp;Code/Combat/soldier.cpp	Code/Combat/physicalgameobj.cpp;Code/Combat/soldier.cpp -- bullseye is a bone (target / C SPINE1 / V_FUSELAGE); 13bb9df3. SmartGameObj::Generate_Control adds only TT's ActionClass::_acting flag, which nothing outside the scripts DLL reads -- declined per directive 0.5	high	merged
tt_4.8.4/tt/tt.cpp	1249	hookAsJump	0x006C7100,0x006C69A0	SoldierGameObj::Copy_Settings	fix for humananimoverride issue	Code/Combat/soldier.cpp	Copy_Settings clears the anim override and loiter collection when the new definition names none.	high	merged
tt_4.8.4/tt/tt.cpp	1250	hookAsJump	0x00406640,0x00406640	cGod::Create_Player	player join hook	Code/Commando/god.cpp	canonical supersedes: Create_Player does the same rejoin handling, team choice and object update. TT's additions are DoPlayerJoin2 (a plugin notification) and the ModReg data send, both declined under directive 0.5	high	merged
tt_4.8.4/tt/tt.cpp	1251	hookAsJump	0x006C8070,0x006C7910	SoldierGameObj::Collision_Occurred	unsquishable solider patch	Code/Combat/soldier.cpp	SoldierGameObj::Is_Squishable gates the squish on TTSettingsClass::Unsquishable and the four exempt armour ids.	high	merged
tt_4.8.4/tt/tt.cpp	1252	hookAsJump	0x0066E3F0,0x0066DC90	File_Exists	Fix memory leak in cMiscUtil::File_Exists	Code/wwutil/miscutil.cpp	merged natively: the success path returned before Return_File	high	merged
tt_4.8.4/tt/tt.cpp	1253	hookAsJump	0x0076A180,0x00769A20	HarvesterClass::Detach	Fix to not leak HarvesterClass objects	Code/Combat/harvester.cpp	Detach registers the observer for deletion with GameObjObserverManager, which is safe inside the detach walk (TT deletes on the spot).	high	merged
tt_4.8.4/tt/tt.cpp	1254	hookAsJump	0x00428B50,0x00428CD0	Print_Hook	Fix printf issue	Code/Commando/consolefunction.cpp;Code/Commando/comnetrcvinst.cpp;Code/Commando/ConsoleMode.cpp	merged natively: five sites handed already-formatted text to a function whose first parameter is a format string, and Static_Print_Maybe dropped its arguments outright; all now pass through %s	high	merged
tt_4.8.4/tt/tt.cpp	1255	hookAsJump	0x00425E20,0x00425E20	Print_Hook	Fix printf issue	Code/Commando/consolefunction.cpp;Code/Commando/comnetrcvinst.cpp;Code/Commando/ConsoleMode.cpp	merged natively: five sites handed already-formatted text to a function whose first parameter is a format string, and Static_Print_Maybe dropped its arguments outright; all now pass through %s	high	merged
tt_4.8.4/tt/tt.cpp	1256	hookAsJump	0x006FAD80,0x006FA340	WeaponClass::Select	better scope code	Code/Combat/weapons.cpp;Code/Combat/scopemgr.cpp;Code/Combat/sniper.cpp;Code/Combat/ccamera.cpp	merged natively: ScopeMgrClass reads scopes.cfg in TT's own format; WeaponClass::Apply_Scope/Remove_Scope swap SniperHUDClass::Set_Scope_Texture and CCameraClass::Set_Sniper_Zoom_Range for the local player's scoped weapon	high	merged
tt_4.8.4/tt/tt.cpp	1257	hookAsJump	0x006FADA0,0x006FA360	WeaponClass::Deselect	better scope code	Code/Combat/weapons.cpp;Code/Combat/scopemgr.cpp;Code/Combat/sniper.cpp;Code/Combat/ccamera.cpp	merged natively: ScopeMgrClass reads scopes.cfg in TT's own format; WeaponClass::Apply_Scope/Remove_Scope swap SniperHUDClass::Set_Scope_Texture and CCameraClass::Set_Sniper_Zoom_Range for the local player's scoped weapon	high	merged
tt_4.8.4/tt/tt.cpp	1258	hookAsJump	0x0069E520,0x0069DDC0	SmartGameObj::Init	stealth code	Code/Combat/smartgameobj.cpp;Code/Combat/weaponview.cpp	Code/Combat/smartgameobj.cpp Free_Stealth_Effect detaches before releasing, WeaponViewClass::Remove_Effect_From_Hands added; the rest of TT's SmartGameObj is its reimplementation of stock	high	merged
tt_4.8.4/tt/tt.cpp	1259	hookAsJump	0x0069E6F0,0x0069DF90	SmartGameObj::Re_Init	stealth code	Code/Combat/smartgameobj.cpp;Code/Combat/weaponview.cpp	Code/Combat/smartgameobj.cpp Free_Stealth_Effect detaches before releasing, WeaponViewClass::Remove_Effect_From_Hands added; the rest of TT's SmartGameObj is its reimplementation of stock	high	merged
tt_4.8.4/tt/tt.cpp	1260	hookAsJump	0x0069F200,0x0069EAA0	SmartGameObj::Think	stealth code	Code/Combat/smartgameobj.cpp;Code/Combat/weaponview.cpp	Code/Combat/smartgameobj.cpp Free_Stealth_Effect detaches before releasing, WeaponViewClass::Remove_Effect_From_Hands added; the rest of TT's SmartGameObj is its reimplementation of stock	high	merged
tt_4.8.4/tt/tt.cpp	1261	hookAsJump	0x0069EA20,0x0069E2C0	SmartGameObj::Load	stealth code	Code/Combat/smartgameobj.cpp;Code/Combat/weaponview.cpp	Code/Combat/smartgameobj.cpp Free_Stealth_Effect detaches before releasing, WeaponViewClass::Remove_Effect_From_Hands added; the rest of TT's SmartGameObj is its reimplementation of stock	high	merged
tt_4.8.4/tt/tt.cpp	1262	hookAsJump	0x0069F530,0x0069EDD0	SmartGameObj::Apply_Damage	SmartGameObj hooks	Code/Combat/smartgameobj.cpp	canonical supersedes: Apply_Damage is identical -- damage above zero breaks the stealth effect	high	merged
tt_4.8.4/tt/tt.cpp	1264	hookAsJump	0x004B6410,0x004B5C10	cCsTextObj::Act	chat message sent patch	Code/Commando/sctextobj.cpp;Code/Commando/cstextobj.cpp	Code/Commando/sctextobj.cpp;cstextobj.cpp -- import buffers raised to 512 to match what the uncapped senders produce. The rest of TT's cScTextObj/cCsTextObj matches canon, which is ahead: FloodProtectionMgrClass and GameEventBus::Raise_Chat have no TT counterpart	high	merged
tt_4.8.4/tt/tt.cpp	1265	hookAsJump	0x0061C9C0,0x0061C260	PacketManagerClass::Get_Packet	UDP flood fix	Code/wwnet/packetmgr.cpp:1154	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1266	hookAsJump	0x006D97D0,0x006D9070	DamageableGameObj::Set_Player_Type	Send player type over network fix	Code/Combat/physicalgameobj.cpp	Canonical Set_Player_Type already marks BIT_RARE and PhysicalGameObj::Export_Rare already sends the player type (and the hidden flag).	high	merged
tt_4.8.4/tt/tt.cpp	1268	hookAsJump	0x00418D00,0x00418D00	cPlayerManager::Load	cPlayerManager hooks for player titles	Code/Commando/playermanager.cpp	TT's additions to Add/Remove/Load are notifications into its own observer API so scripts2.dll can decorate names; declined per directive 0.5. Canonical Add/Remove/Load are otherwise equivalent.	high	n/a
tt_4.8.4/tt/tt.cpp	1269	hookAsJump	0x00416270,0x00416270	cPlayerManager::Add	cPlayerManager hooks for player titles	Code/Commando/playermanager.cpp	TT's additions to Add/Remove/Load are notifications into its own observer API so scripts2.dll can decorate names; declined per directive 0.5. Canonical Add/Remove/Load are otherwise equivalent.	high	n/a
tt_4.8.4/tt/tt.cpp	1270	hookAsJump	0x00416300,0x00416300	cPlayerManager::Remove	cPlayerManager hooks for player titles	Code/Commando/playermanager.cpp	TT's additions to Add/Remove/Load are notifications into its own observer API so scripts2.dll can decorate names; declined per directive 0.5. Canonical Add/Remove/Load are otherwise equivalent.	high	n/a
tt_4.8.4/tt/tt.cpp	1272	hookAsJump	0x0061DA30,0x0061D2D0	cRemoteHost::Init_Stats	netcode fixups	Code/wwnet/rhost.cpp:100	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1273	hookAsJump	0x0061E510,0x0061DDB0	cRemoteHost::Adjust_Resend_Timeout	netcode fixups	Code/wwnet/rhost.cpp:671	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1277	hookAsJump	0x006183B0,0x00617C50	cConnection::Init_Stats	cConnection hooks	Code/wwnet/connect.cpp:248	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1278	hookAsJump	0x00618440,0x00617CE0	cConnection::_Init_As_Client_1	cConnection hooks	Code/wwnet/connect.h:99	class-only: TT adds method _Init_As_Client_1	medium	merged
tt_4.8.4/tt/tt.cpp	1279	hookAsJump	0x006185D0,0x00617E70	cConnection::_Init_As_Client_2	cConnection hooks	Code/wwnet/connect.h:99	class-only: TT adds method _Init_As_Client_2	medium	merged
tt_4.8.4/tt/tt.cpp	1280	hookAsJump	0x00618630,0x00617ED0	cConnection::Init_As_Server	cConnection hooks	Code/wwnet/connect.cpp:332	call-site-only: declared in a header, no out-of-line body	medium	merged
tt_4.8.4/tt/tt.cpp	1281	hookAsJump	0x006187D0,0x00618070	cConnection::Bind	cConnection hooks	Code/wwnet/connect.cpp:390	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1283	hookAsJump	0x006188C0,0x00618160	cConnection::Sender_Id_Tests	cConnection hooks	Code/wwnet/connect.cpp:442	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1284	hookAsJump	0x00618930,0x006181D0	cConnection::Calculate_Packet_Bits	cConnection hooks	Code/wwnet/connect.cpp:509	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1285	hookAsJump	0x00618960,0x00618200	cConnection::Set_Packet_Loss	cConnection hooks	Code/wwnet/connect.cpp:549	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1286	hookAsJump	0x00618990,0x00618230	cConnection::Set_Packet_Duplication	cConnection hooks	Code/wwnet/connect.cpp:565	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1287	hookAsJump	0x006189C0,0x00618260	cConnection::Set_Packet_Latency_Range	cConnection hooks	Code/wwnet/connect.cpp:585	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1288	hookAsJump	0x006189E0,0x00618280	cConnection::Single_Player_recvfrom	cConnection hooks	Code/wwnet/connect.cpp:596	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1289	hookAsJump	0x00618A60,0x00618300	cConnection::Receive_Packet	cConnection hooks	Code/wwnet/connect.cpp:640	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1290	hookAsJump	0x00618F80,0x00618820	cConnection::Process_Connection_Request	cConnection hooks	Code/wwnet/connect.cpp:1049	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1291	hookAsJump	0x00619250,0x00618AF0	cConnection::Single_Player_sendto	cConnection hooks	Code/wwnet/connect.cpp:1123	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1292	hookAsJump	0x00619350,0x00618BF0	cConnection::Address_To_Rhostid	cConnection hooks	Code/wwnet/connect.cpp:1146	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1293	hookAsJump	0x006193B0,0x00618C50	cConnection::Low_Level_Send_Wrapper	cConnection hooks	Code/wwnet/connect.cpp:1175	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1294	hookAsJump	0x00619510,0x00618DB0	cConnection::_Send_Wrapper_1	cConnection hooks	Code/wwnet/connect.h:99	class-only: TT adds method _Send_Wrapper_1	medium	merged
tt_4.8.4/tt/tt.cpp	1295	hookAsJump	0x006196F0,0x00618F90	cConnection::_Send_Wrapper_2	cConnection hooks	Code/wwnet/connect.h:99	class-only: TT adds method _Send_Wrapper_2	medium	merged
tt_4.8.4/tt/tt.cpp	1296	hookAsJump	0x006198E0,0x00619180	cConnection::Low_Level_Receive_Wrapper	cConnection hooks	Code/wwnet/connect.cpp:1275	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1297	hookAsJump	0x00619A60,0x00619300	cConnection::Receive_Wrapper	cConnection hooks	Code/wwnet/connect.cpp:1379	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1298	hookAsJump	0x00619B00,0x006193A0	cConnection::Send_Packet_To_Address	cConnection hooks	Code/wwnet/connect.cpp:1488	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1299	hookAsJump	0x00619D20,0x006195C0	cConnection::Set_R_And_U_Packet_Id	cConnection hooks	Code/wwnet/connect.cpp:1543	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1300	hookAsJump	0x00619D90,0x00619630	cConnection::R_And_U_Send	cConnection hooks	Code/wwnet/connect.cpp:1559	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1301	hookAsJump	0x00619DD0,0x00619670	cConnection::Send_Packet_To_Individual	cConnection hooks	Code/wwnet/connect.cpp:1574	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1302	hookAsJump	0x00619ED0,0x00619770	cConnection::Is_Established	cConnection hooks	Code/wwnet/connect.cpp:1650	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1303	hookAsJump	0x00619F00,0x006197A0	cConnection::Connect_Cs	cConnection hooks	Code/wwnet/connect.cpp:1661	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1304	hookAsJump	0x00619F50,0x006197F0	cConnection::Send_Accept_Sc	cConnection hooks	Code/wwnet/connect.cpp:1686	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1305	hookAsJump	0x00619FF0,0x00619890	cConnection::Send_Refusal_Sc	cConnection hooks	Code/wwnet/connect.cpp:1710	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1306	hookAsJump	0x0061A0A0,0x00619940	cConnection::Send_Ack	cConnection hooks	Code/wwnet/connect.cpp:1744	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1307	hookAsJump	0x0061A190,0x00619A30	cConnection::Destroy_Connection	cConnection hooks	Code/wwnet/connect.cpp:1779	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1308	hookAsJump	0x0061A1E0,0x00619A80	cConnection::Send_Keepalives	cConnection hooks	Code/wwnet/connect.cpp:1794	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1309	hookAsJump	0x0061A360,0x00619C00	cConnection::Get_Threshold_Priority	cConnection hooks	Code/wwnet/connect.cpp:1838	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1310	hookAsJump	0x0061A380,0x00619C20	cConnection::Set_Max_Acceptable_Packetloss_Pc	cConnection hooks	Code/wwnet/connect.cpp:1846	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1311	hookAsJump	0x0061A3A0,0x00619C40	cConnection::Demultiplex_R_Or_U_Packet	cConnection hooks	Code/wwnet/connect.cpp:1857	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1312	hookAsJump	0x0061A400,0x00619CA0	cConnection::Service_Read	cConnection hooks	Code/wwnet/connect.cpp:1892	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1313	hookAsJump	0x0061A7B0,0x0061A050	cConnection::Set_Bandwidth_Budget_Out	cConnection hooks	Code/wwnet/connect.cpp:2147	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1314	hookAsJump	0x0061A7F0,0x0061A090	cConnection::Clear_Resend_Counts	cConnection hooks	Code/wwnet/connect.cpp:2167	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1315	hookAsJump	0x0061A840,0x0061A0E0	cConnection::Get_Remote_Host	cConnection hooks	Code/wwnet/connect.cpp:2190	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1316	hookAsJump	0x0061A850,0x0061A0F0	cConnection::Service_Send	cConnection hooks	Code/wwnet/connect.cpp:2207	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1317	hookAsJump	0x0061ACF0,0x0061A590	cConnection::Install_Accept_Handler	cConnection hooks	Code/wwnet/connect.cpp:2491	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1318	hookAsJump	0x0061AD00,0x0061A5A0	cConnection::Install_Refusal_Handler	cConnection hooks	Code/wwnet/connect.cpp:2499	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1319	hookAsJump	0x0061AD10,0x0061A5B0	cConnection::Install_Server_Broken_Connection_Handler	cConnection hooks	Code/wwnet/connect.cpp:2507	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1320	hookAsJump	0x0061AD20,0x0061A5C0	cConnection::Install_Client_Broken_Connection_Handler	cConnection hooks	Code/wwnet/connect.cpp:2515	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1321	hookAsJump	0x0061AD30,0x0061A5D0	cConnection::Install_Eviction_Handler	cConnection hooks	Code/wwnet/connect.cpp:2523	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1322	hookAsJump	0x0061AD40,0x0061A5E0	cConnection::Install_Conn_Handler	cConnection hooks	Code/wwnet/connect.cpp:2531	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1323	hookAsJump	0x0061AD50,0x0061A5F0	cConnection::Install_Application_Acceptance_Handler	cConnection hooks	Code/wwnet/connect.cpp:2539	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1324	hookAsJump	0x0061AD60,0x0061A600	cConnection::Install_Server_Packet_Handler	cConnection hooks	Code/wwnet/connect.cpp:2547	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1325	hookAsJump	0x0061AD70,0x0061A610	cConnection::Install_Client_Packet_Handler	cConnection hooks	Code/wwnet/connect.cpp:2555	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1326	hookAsJump	0x0061AD80,0x0061A620	cConnection::Set_Rhost_Is_In_Game	cConnection hooks	Code/wwnet/connect.cpp:2563	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1327	hookAsJump	0x0061ADE0,0x0061A680	cConnection::Set_Rhost_Expect_Packet_Flood	cConnection hooks	Code/wwnet/connect.cpp:2576	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1328	hookAsJump	0x0061AE40,0x0061A6E0	cConnection::Is_Time_To_Resend_Packet_To_Remote_Host	cConnection hooks	Code/wwnet/connect.cpp:2591	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1329	hookAsJump	0x0061AEF0,0x0061A790	cConnection::Is_Packet_Too_Old	cConnection hooks	Code/wwnet/connect.cpp:2642	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1330	hookAsJump	0x0061AFA0,0x0061A840	cConnection::Allow_Extra_Timeout_For_Loading	cConnection hooks	Code/wwnet/connect.cpp:2702	exact-def	high	merged
tt_4.8.4/tt/tt.cpp	1332	hookAsJump	0x0061FE60,0x0061FA50	cPacket::Init_Encoder	cPacket hooks	Code/wwnet/wwpacket.cpp	canonical supersedes: Init_Encoder sets the same two precisions	high	merged
tt_4.8.4/tt/tt.cpp	1333	hookAsJump	0x00456C60,0x00456AC0	cNetwork::Cleanup_Client	cNetwork hooks	Code/Commando/cnetwork.cpp	Code/Commando/cnetwork.cpp -- canonical already supersedes the TT reimplementation of stock	high	merged
tt_4.8.4/tt/tt.cpp	1334	hookAsJump	0x00456D70,0x00456AD0	cNetwork::Accept_Handler	cNetwork hooks	Code/Commando/cnetwork.cpp	canonical supersedes; TT Connected/SendStoredEvents is the scripts.dll event queue, declined per directive 0.5	high	merged
tt_4.8.4/tt/tt.cpp	1335	hookAsJump	0x00456E50,0x00456AE0	cNetwork::Refusal_Handler	cNetwork hooks	Code/Commando/cnetwork.cpp	Code/Commando/cnetwork.cpp -- canonical already supersedes the TT reimplementation of stock	high	merged
tt_4.8.4/tt/tt.cpp	1337	hookAsJump	0x00457700,0x004571B0	cNetwork::Onetime_Init		Code/Commando/cnetwork.cpp	Code/Commando/cnetwork.cpp -- canonical already supersedes the TT reimplementation of stock	high	merged
tt_4.8.4/tt/tt.cpp	1339	hookAsJump	0x00457790,0x00457240	cNetwork::Init_Server	cNetwork hooks	Code/Commando/cnetwork.cpp	Code/Commando/cnetwork.cpp -- canonical already supersedes the TT reimplementation of stock	high	merged
